id,place_name,category_name,category_group_code,category_group_name,address_name,road_address_name,phone,x,y,place_url,검색카테고리,검색기준지점,검색키워드
1201920540,하얀셀프빨래방,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 대야동 466-19,경기 시흥시 대골안길 40,010-2994-8073,126.78846298956326,37.446109375060736,http://place.map.kakao.com/1201920540,코인세탁방,대야·신천,코인세탁
24574285,크린토피아 코인워시 시흥대야점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 대야동 562-3,경기 시흥시 비둘기공원7길 22,031-315-3838,126.7928610936778,37.44412412421097,http://place.map.kakao.com/24574285,코인세탁방,대야·신천,코인세탁
1325364916,런드리24 시흥센트럴푸르지오점,"가정,생활 > 세탁소 > 셀프빨래방 > 런드리24",,,경기 시흥시 대야동 693,경기 시흥시 수인로3312번길 16,1544-4335,126.78929456393928,37.43972087451715,http://place.map.kakao.com/1325364916,코인세탁방,대야·신천,코인세탁
1209957940,워시엔조이 시흥신천점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시엔조이",,,경기 시흥시 신천동 707,경기 시흥시 호현로 10,,126.783637834584,37.4416892808797,http://place.map.kakao.com/1209957940,코인세탁방,대야·신천,코인세탁
1379935691,크린토피아 코인워시 시흥은행신명점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 은행동 536-2,경기 시흥시 은행로155번길 16,031-311-5254,126.7976916295696,37.44428746547312,http://place.map.kakao.com/1379935691,코인세탁방,대야·신천,코인세탁
1945780146,AMPM워시큐 시흥은계점,"가정,생활 > 세탁소 > 셀프빨래방 > AMPM워시큐",,,경기 시흥시 대야동 645,경기 시흥시 은계로 353,,126.794516654373,37.4503097629876,http://place.map.kakao.com/1945780146,코인세탁방,대야·신천,코인세탁
1173053305,워시프렌즈 셀프빨래방 시흥은행동점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시프렌즈 셀프빨래방",,,경기 시흥시 은행동 531-3,경기 시흥시 은행로 157,,126.799015732325,37.4448303323712,http://place.map.kakao.com/1173053305,코인세탁방,대야·신천,코인세탁
453272326,워시엔조이 시흥은계점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시엔조이",,,경기 시흥시 대야동 656-9,경기 시흥시 은계로338번길 61,031-313-0000,126.796415080486,37.4503905354573,http://place.map.kakao.com/453272326,코인세탁방,대야·신천,코인세탁
726493896,크린토피아 코인워시 시흥대야역두산위브점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 대야동 303-73,경기 시흥시 소래산길 69-1,031-8042-2527,126.788764986643,37.4524458334541,http://place.map.kakao.com/726493896,코인세탁방,대야·신천,코인세탁
928847120,워시엔조이 시흥신천역점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시엔조이",,,경기 시흥시 신천동 772,경기 시흥시 신천로100번안길 13,010-9022-0225,126.78671561180536,37.43784394228307,http://place.map.kakao.com/928847120,코인세탁방,대야·신천,코인세탁
144010079,워시팡팡셀프빨래방 시흥힐스테이트대야점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시팡팡셀프빨래방",,,경기 시흥시 대야동 650-5,경기 시흥시 은계중앙로306번길 72,,126.795081417932,37.4520803312531,http://place.map.kakao.com/144010079,코인세탁방,대야·신천,코인세탁
1367982461,크린업24 시흥신천점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린업24",,,경기 시흥시 신천동 763-7,경기 시흥시 신천로79번길 10-1,,126.784716592476,37.4374925268931,http://place.map.kakao.com/1367982461,코인세탁방,대야·신천,코인세탁
1826931367,크린토피아 코인워시 시흥신천역점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 신천동 378-5,경기 시흥시 신천3길 41-1,031-435-1515,126.781473846628,37.4385831101614,http://place.map.kakao.com/1826931367,코인세탁방,대야·신천,코인세탁
1851813994,워시팡팡셀프빨래방 시흥신천점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시팡팡셀프빨래방",,,경기 시흥시 신천동 859-5,경기 시흥시 신천로44번길 9,,126.789464341826,37.4355873245823,http://place.map.kakao.com/1851813994,코인세탁방,대야·신천,코인세탁
17283169,코인워시24빨래터 시흥점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 신천동 458-2,경기 시흥시 신천5길 22,031-313-0606,126.7799332649,37.4379594533947,http://place.map.kakao.com/17283169,코인세탁방,대야·신천,코인세탁
1005009021,워시엔조이블랙 셀프빨래방 은계호수공원점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시엔조이",,,경기 시흥시 은행동 610,경기 시흥시 은계중앙로 237,1588-5942,126.803485445089,37.4451432919588,http://place.map.kakao.com/1005009021,코인세탁방,대야·신천,코인세탁
2047307772,버블맨24셀프빨래방 시흥신천점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 신천동 875-7,경기 시흥시 신천로19번길 24,010-4833-9184,126.7904783336363,37.43177783421199,http://place.map.kakao.com/2047307772,코인세탁방,대야·신천,코인세탁
2135891986,워시피플 셀프빨래방 시흥검바위점,"가정,생활 > 세탁소 > 셀프빨래방",,,경기 시흥시 은행동 261-1,경기 시흥시 수인로3247번길 70,,126.797900635591,37.4325422037182,http://place.map.kakao.com/2135891986,코인세탁방,대야·신천,코인세탁
664610003,크린토피아 코인워시 시흥은계호반점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-313-1703,126.80234595059808,37.43497885636258,http://place.map.kakao.com/664610003,코인세탁방,대야·신천,코인세탁
1703067070,워시프렌즈 셀프빨래방 시흥매화동점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시프렌즈 셀프빨래방",,,경기 시흥시 매화동 221-17,경기 시흥시 매화2로 25,,126.81187423531978,37.41703445006162,http://place.map.kakao.com/1703067070,코인세탁방,대야·신천,코인세탁
1813334289,런드리24 시흥매화동점,"가정,생활 > 세탁소 > 셀프빨래방 > 런드리24",,,경기 시흥시 매화동 221-17,경기 시흥시 매화2로 25,1544-4335,126.81186862542648,37.4170191238367,http://place.map.kakao.com/1813334289,코인세탁방,대야·신천,코인세탁
1295067991,AMPM워시큐 하중점,"가정,생활 > 세탁소 > 셀프빨래방 > AMPM워시큐",,,경기 시흥시 하중동 824-2,경기 시흥시 하중로 121,,126.7998412064483,37.399643049667006,http://place.map.kakao.com/1295067991,코인세탁방,은행·은계,코인세탁
1686665605,워시엔조이 시흥목감점,"가정,생활 > 세탁소 > 셀프빨래방 > 워시엔조이",,,경기 시흥시 조남동 178-13,경기 시흥시 동서로 1044,010-3278-1255,126.85858719483105,37.38226609289365,http://place.map.kakao.com/1686665605,코인세탁방,목감,코인세탁
366692913,런드리24 시흥목감점,"가정,생활 > 세탁소 > 셀프빨래방 > 런드리24",,,경기 시흥시 조남동 652-2,경기 시흥시 목감남서로 9-5,1544-4335,126.85132309669272,37.37791244767747,http://place.map.kakao.com/366692913,코인세탁방,목감,코인세탁
2029318992,크린토피아 코인워시 시흥목감호반2차점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 조남동 660,경기 시흥시 목감남서로 38,031-481-8979,126.84886071564196,37.3761757561764,http://place.map.kakao.com/2029318992,코인세탁방,목감,코인세탁
826620868,크린토피아 코인워시 시흥목감리벤티움점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 조남동 677-3,경기 시흥시 목감중앙로 53,031-481-8922,126.8550656633346,37.372769540905225,http://place.map.kakao.com/826620868,코인세탁방,목감,코인세탁
1485734060,크린토피아 코인워시 시흥목감물왕점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 산현동 508,경기 시흥시 산현마을길 13,031-403-1838,126.84438311700691,37.3761041746002,http://place.map.kakao.com/1485734060,코인세탁방,목감,코인세탁
727547387,크린토피아 코인워시 시흥능곡역점,"가정,생활 > 세탁소 > 셀프빨래방 > 크린토피아 코인워시",,,경기 시흥시 능곡동 522,경기 시흥시 승지로69번길 8-3,010-6497-3839,126.809799902246,37.3706726978819,http://place.map.kakao.com/727547387,코인세탁방,목감,코인세탁
