id,place_name,category_name,category_group_code,category_group_name,address_name,road_address_name,phone,x,y,place_url,검색카테고리,검색기준지점
18761893,롯데마트 시흥점,"가정,생활 > 대형마트 > 롯데마트",MT1,대형마트,경기 시흥시 대야동 542,경기 시흥시 비둘기공원로 28,031-599-2800,126.79192609366012,37.44306108835704,http://place.map.kakao.com/18761893,대형마트,대야·신천
21272253,홈플러스익스프레스 대야점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",MT1,대형마트,경기 시흥시 대야동 572-3,경기 시흥시 은행로173번길 17,031-314-8542,126.79674674600484,37.44476338131484,http://place.map.kakao.com/21272253,대형마트,대야·신천
111102788,북시흥농협 하나로마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 하나로마트",MT1,대형마트,경기 시흥시 신천동 83-4,경기 시흥시 수인로 3309,031-313-9085,126.79144833817683,37.43849210734221,http://place.map.kakao.com/111102788,대형마트,대야·신천
767021953,롯데슈퍼프레시 시흥대야점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",MT1,대형마트,경기 시흥시 대야동 657,경기 시흥시 은계로338번길 40,031-311-6709,126.796285072774,37.45123906488,http://place.map.kakao.com/767021953,대형마트,대야·신천
975398360,다정홈마트 시흥신천점,"가정,생활 > 대형마트",MT1,대형마트,경기 시흥시 은행동 694,경기 시흥시 시흥대로 1110,031-311-3334,126.792411732383,37.4349798477035,http://place.map.kakao.com/975398360,대형마트,대야·신천
639076118,GS더프레시 시흥은계점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",MT1,대형마트,경기 시흥시 은행동 621,경기 시흥시 은계중앙로 115,031-314-8762,126.80394538023285,37.43994700980373,http://place.map.kakao.com/639076118,대형마트,대야·신천
2145582245,GS더프레시 은계호반점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",MT1,대형마트,경기 시흥시 은행동 644,경기 시흥시 은계남로 12,031-404-8572,126.80146157408312,37.43613067287056,http://place.map.kakao.com/2145582245,대형마트,대야·신천
1379947771,부천축산농협 시흥로컬푸드직매장&하나로마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 하나로마트",MT1,대형마트,경기 시흥시 계수동 532,경기 시흥시 계수로 94,031-311-2012,126.809969558965,37.4488038983754,http://place.map.kakao.com/1379947771,대형마트,대야·신천
258850295,더이음,"가정,생활 > 대형마트",MT1,대형마트,경기 시흥시 논곡동 160-69,경기 시흥시 수인로2421번길 87-2,,126.858559377538,37.3880587361479,http://place.map.kakao.com/258850295,대형마트,목감
2047365572,롯데슈퍼프레시 시흥조남점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",MT1,대형마트,경기 시흥시 조남동 677,경기 시흥시 목감중앙로 47,031-481-8352,126.85476613960948,37.37353324246276,http://place.map.kakao.com/2047365572,대형마트,목감
1874903308,노브랜드 시흥목감점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 노브랜드",MT1,대형마트,경기 시흥시 조남동 664-2,경기 시흥시 목감둘레로 59-19,02-380-5111,126.848055510471,37.37459793187673,http://place.map.kakao.com/1874903308,대형마트,목감
225222782,GS더프레시 목감레이크점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",MT1,대형마트,경기 시흥시 산현동 492-1,경기 시흥시 목감전원로 32,031-485-4999,126.843220676468,37.3769667214813,http://place.map.kakao.com/225222782,대형마트,목감
656282638,안산농협 로컬푸드직매장 하나로마트 연꽃지점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 하나로마트",MT1,대형마트,경기 시흥시 물왕동 246-7,경기 시흥시 동서로 770,031-487-8989,126.830793633484,37.3843460954203,http://place.map.kakao.com/656282638,대형마트,목감
11784507,홈플러스익스프레스 능곡점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",MT1,대형마트,경기 시흥시 능곡동 753,경기 시흥시 능곡로 182,031-404-8545,126.810744167325,37.3682414457395,http://place.map.kakao.com/11784507,대형마트,목감
89239603,웰빙푸드마켓 시흥,"가정,생활 > 대형마트",MT1,대형마트,경기 시흥시 능곡동 871,경기 시흥시 장현능곡로 155,031-311-0975,126.80731411113274,37.37105251076102,http://place.map.kakao.com/89239603,대형마트,목감
1928441698,노브랜드 시흥군자점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 노브랜드",MT1,대형마트,경기 시흥시 군자동 813-7,경기 시흥시 능곡군자1길 35,02-380-5111,126.807175123174,37.3671319254494,http://place.map.kakao.com/1928441698,대형마트,목감
22365870,이마트에브리데이 장현점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",MT1,대형마트,경기 시흥시 장현동 543-1,경기 시흥시 새재로17번길 3,,126.801787407572,37.3810969995399,http://place.map.kakao.com/22365870,대형마트,목감
116682559,GS더프레시 시흥장현점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",MT1,대형마트,경기 시흥시 장현동 608,경기 시흥시 장현순환로 81,031-313-5028,126.797575152929,37.3733707972528,http://place.map.kakao.com/116682559,대형마트,능곡
2055794553,군자농협하나로마트 장현점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 하나로마트",MT1,대형마트,경기 시흥시 장곡동 949-12,경기 시흥시 장현능곡로 7,031-435-0031,126.79127091967835,37.37294536839882,http://place.map.kakao.com/2055794553,대형마트,능곡
1499611667,그린마트 장곡점,"가정,생활 > 대형마트",MT1,대형마트,경기 시흥시 장곡동 385-8,경기 시흥시 장곡로 50,031-313-8282,126.78315666698812,37.37969745495335,http://place.map.kakao.com/1499611667,대형마트,능곡
444124965,GS더프레시 시흥죽율점,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",MT1,대형마트,경기 시흥시 죽율동 752,경기 시흥시 죽율로 38,031-434-0456,126.76131294364042,37.348119516707904,http://place.map.kakao.com/444124965,대형마트,능곡
