id,place_name,category_name,category_group_code,category_group_name,address_name,road_address_name,phone,x,y,place_url,검색카테고리,검색기준지점,검색키워드
26348727,연합공원,여행 > 공원,,,경기 시흥시 대야동 470-2,,,126.78884895885189,37.44468556389818,http://place.map.kakao.com/26348727,공원,대야·신천,공원
23808988,대야동3.11통 공원노인회,"가정,생활 > 친목 > 노인정,노인회",,,경기 시흥시 대야동 459,경기 시흥시 대골길 47-6,,126.788550064569,37.446891609888,http://place.map.kakao.com/23808988,공원,대야·신천,공원
26348804,대야공원,여행 > 공원,,,경기 시흥시 대야동 459,,,126.78833213770066,37.44682724790587,http://place.map.kakao.com/26348804,공원,대야·신천,공원
26348777,뱀내공원,여행 > 공원,,,경기 시흥시 대야동 500,,,126.7875116395594,37.442449555691816,http://place.map.kakao.com/26348777,공원,대야·신천,공원
806137823,뱀내공원 공영주차장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",PK6,주차장,경기 시흥시 대야동 500,경기 시흥시 뱀내장터로25번길 7,,126.787492513279,37.442419787859,http://place.map.kakao.com/806137823,공원,대야·신천,공원
26348978,대골공원,여행 > 공원,,,경기 시흥시 대야동 444-13,,,126.79055179727736,37.448392657007616,http://place.map.kakao.com/26348978,공원,대야·신천,공원
26347797,생매공원,여행 > 공원,,,경기 시흥시 대야동 570-3,,,126.794214277348,37.4468259227131,http://place.map.kakao.com/26347797,공원,대야·신천,공원
18145163,은행근린공원 출입구1,"교통,수송 > 입출구",,,경기 시흥시 대야동 563,경기 시흥시 비둘기공원7길 19,,126.794540518135,37.4432368544874,http://place.map.kakao.com/18145163,공원,대야·신천,공원
541766891,시흥시보건소 하늘바다옥상정원,여행 > 공원,,,경기 시흥시 대야동 484-5,경기 시흥시 호현로 55,,126.784893079581,37.4453127435923,http://place.map.kakao.com/541766891,공원,대야·신천,공원
17408869,은행근린공원,여행 > 공원 > 도시근린공원,,,경기 시흥시 대야동 565,경기 시흥시 은행로 246,,126.795491412448,37.4442872829951,http://place.map.kakao.com/17408869,공원,대야·신천,공원
17556466,비둘기공원 운동장2,"스포츠,레저 > 스포츠시설 > 운동장",,,경기 시흥시 은행동 551,,,126.79428579094,37.4421696116043,http://place.map.kakao.com/17556466,공원,대야·신천,공원
18145166,은행근린공원 출입구2,"교통,수송 > 입출구",,,경기 시흥시 대야동 601,,,126.79550656205,37.4437034526695,http://place.map.kakao.com/18145166,공원,대야·신천,공원
7905306,비둘기공원,여행 > 공원 > 도시근린공원,,,경기 시흥시 은행동 25-27,,031-312-0411,126.794038698365,37.4416177610461,http://place.map.kakao.com/7905306,공원,대야·신천,공원
2040988571,비둘기공원 야외무대,여행 > 공원시설물,,,경기 시흥시 은행동 551,,,126.794111194261,37.4415539153905,http://place.map.kakao.com/2040988571,공원,대야·신천,공원
17560189,비둘기공원 테니스장,"스포츠,레저 > 테니스 > 테니스장",,,경기 시흥시 은행동 570,,,126.793606160498,37.4411124389545,http://place.map.kakao.com/17560189,공원,대야·신천,공원
18145169,은행근린공원 출입구3,"교통,수송 > 입출구",,,경기 시흥시 대야동 603,,,126.79605275914,37.4456433765592,http://place.map.kakao.com/18145169,공원,대야·신천,공원
