id,place_name,category_name,category_group_code,category_group_name,address_name,road_address_name,phone,x,y,place_url,검색카테고리,검색기준지점
1758096502,카페보스 시흥대야점,음식점 > 카페 > 카페보스,CE7,카페,경기 시흥시 대야동 472-12,경기 시흥시 복지로63번길 8,,126.789242638355,37.4453422039514,http://place.map.kakao.com/1758096502,카페,대야·신천
520079816,컴포즈커피 시흥댓골점,음식점 > 카페 > 커피전문점 > 컴포즈커피,CE7,카페,경기 시흥시 대야동 490-5,경기 시흥시 대야로 4,,126.7890298621267,37.4442497966396,http://place.map.kakao.com/520079816,카페,대야·신천
552103465,스타벅스 시흥대야점,음식점 > 카페 > 커피전문점 > 스타벅스,CE7,카페,경기 시흥시 대야동 532-1,경기 시흥시 비둘기공원로 10,1522-3232,126.79089869065332,37.443944971167085,http://place.map.kakao.com/552103465,카페,대야·신천
638730496,요거트월드 시흥대야점,음식점 > 카페 > 테마카페 > 디저트카페 > 요거트월드,CE7,카페,경기 시흥시 대야동 472-24,경기 시흥시 복지로63번길 14-1,,126.788534499811,37.4455959257382,http://place.map.kakao.com/638730496,카페,대야·신천
1896532002,메가MGC커피 시흥대야댓골점,음식점 > 카페 > 커피전문점 > 메가MGC커피,CE7,카페,경기 시흥시 대야동 470-5,경기 시흥시 복지로53번길 16,031-311-9995,126.787972502308,37.4449191592402,http://place.map.kakao.com/1896532002,카페,대야·신천
306949992,커피인하우스,음식점 > 카페 > 커피전문점,CE7,카페,경기 시흥시 대야동 531-1,경기 시흥시 비둘기공원4길 9,,126.790021142673,37.4433613609113,http://place.map.kakao.com/306949992,카페,대야·신천
1472198624,메종드마망,음식점 > 카페,CE7,카페,경기 시흥시 대야동 490-8,경기 시흥시 복지로43번길 4,,126.78874805896,37.443595157805,http://place.map.kakao.com/1472198624,카페,대야·신천
1325305764,더사운드,음식점 > 카페 > 테마카페,CE7,카페,경기 시흥시 대야동 531-2,경기 시흥시 비둘기공원5길 12,031-318-0322,126.79041594480124,37.44321159244217,http://place.map.kakao.com/1325305764,카페,대야·신천
446862147,메종드아티스트,음식점 > 카페,CE7,카페,경기 시흥시 대야동 491-51,경기 시흥시 복지로43번길 3,,126.78864117159,37.4434291802868,http://place.map.kakao.com/446862147,카페,대야·신천
159297260,카페홀리 시흥대야점,음식점 > 카페,CE7,카페,경기 시흥시 대야동 459-2,경기 시흥시 대골안길 34,070-7537-1469,126.788732728389,37.4466360489506,http://place.map.kakao.com/159297260,카페,대야·신천
342757630,가든인오븐,음식점 > 카페,CE7,카페,경기 시흥시 대야동 562-5,경기 시흥시 비둘기공원로 21,,126.792172233376,37.4439535244818,http://place.map.kakao.com/342757630,카페,대야·신천
1114611242,카툰바이커피 시흥본점,"가정,생활 > 여가시설 > 만화방 > 만화카페",CE7,카페,경기 시흥시 대야동 535,경기 시흥시 비둘기공원6길 10,,126.79121785450376,37.44295532188873,http://place.map.kakao.com/1114611242,카페,대야·신천
718760878,아르니온,음식점 > 카페,CE7,카페,경기 시흥시 대야동 360-15,경기 시흥시 은행로218번길 11,0503-7151-9594,126.7925844800014,37.446080639259016,http://place.map.kakao.com/718760878,카페,대야·신천
1209184420,백억커피 시흥대야점,음식점 > 카페 > 커피전문점,CE7,카페,경기 시흥시 대야동 568-1,경기 시흥시 복지로 90,,126.791706165161,37.4469828104079,http://place.map.kakao.com/1209184420,카페,대야·신천
951912661,카페 테라스9,음식점 > 카페,CE7,카페,경기 시흥시 대야동 568-1,경기 시흥시 복지로 90,031-520-8992,126.79166655204064,37.4470043648926,http://place.map.kakao.com/951912661,카페,대야·신천
413608017,더카페 롯데마트시흥점,음식점 > 카페 > 커피전문점 > 더카페,CE7,카페,경기 시흥시 대야동 542,경기 시흥시 비둘기공원로 28,,126.791973599872,37.4430449537402,http://place.map.kakao.com/413608017,카페,대야·신천
276278162,아따보이,음식점 > 카페,CE7,카페,경기 시흥시 대야동 538,경기 시흥시 비둘기공원6길 16,0503-7153-0207,126.790750322408,37.4424409175217,http://place.map.kakao.com/276278162,카페,대야·신천
972497122,메가MGC커피 시흥포도탑점,음식점 > 카페 > 커피전문점 > 메가MGC커피,CE7,카페,경기 시흥시 대야동 568-2,경기 시흥시 복지로 96,031-318-8111,126.79183193638688,37.44727135603284,http://place.map.kakao.com/972497122,카페,대야·신천
96627358,컴포즈커피 시흥대야파크점,음식점 > 카페 > 커피전문점 > 컴포즈커피,CE7,카페,경기 시흥시 대야동 563,경기 시흥시 비둘기공원7길 27,031-316-2225,126.793026476898,37.4435702908417,http://place.map.kakao.com/96627358,카페,대야·신천
1669774810,새시흥다방,음식점 > 카페 > 다방,CE7,카페,경기 시흥시 대야동 452-7,경기 시흥시 대야로43번길 14,031-312-9441,126.78944716578,37.4477671936505,http://place.map.kakao.com/1669774810,카페,대야·신천
1879519657,달리는커피 시흥대야점,음식점 > 카페 > 커피전문점 > 달리는커피,CE7,카페,경기 시흥시 대야동 541-1,경기 시흥시 비둘기공원6길 13,070-7802-8300,126.791291915692,37.4423292484321,http://place.map.kakao.com/1879519657,카페,대야·신천
846971797,달콩,음식점 > 카페,CE7,카페,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,,126.792746635534,37.4430120732745,http://place.map.kakao.com/846971797,카페,대야·신천
26644200,설빙 경기시흥대야점,음식점 > 카페 > 테마카페 > 디저트카페 > 설빙,CE7,카페,경기 시흥시 대야동 543-1,경기 시흥시 비둘기공원7길 33,031-315-2212,126.79274663056394,37.44301387529233,http://place.map.kakao.com/26644200,카페,대야·신천
15810764,낭만시대,음식점 > 카페,CE7,카페,경기 시흥시 대야동 541-2,경기 시흥시 비둘기공원6길 13-1,031-313-7089,126.791492226783,37.4422223813771,http://place.map.kakao.com/15810764,카페,대야·신천
