정류장아이디,정류장명,Y좌표,X좌표,GPSX좌표,GPSY좌표,링크아이디,정류장유형,환승정류장유무,중앙차로여부,정류장영문명,ARS아이디,기관코드,데이터표출유무,등록아이디,등록일자,비고,표지판유형,행정동코드,권역코드,사용구분,정류장중국어명,정류장일본어명,정류장베트남명,DRT유무,정류장유형명,환승역타입명,표지판유형명
101000067,을지로5가.중부시장,200031.5896000000,451600.8196400000,,,1010008000,0000,,N,"Eulji-ro 5(o)-ga, Jungbu market",서울02166,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114060500,101,Y,乙支路5街·中部市？,ウルチロ5ガ、中部市場,Euljiro-ga 5. Ch？ Jungbu,N,미지정,,
101000073,을지로6가.국립중앙의료원,200449.1512900000,451582.4862700000,,,1010024300,0000,,N,"Eulji-ro 6(yuk)-ga, National Medical Center",서울02172,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114059000,101,Y,乙支路6街·？立中央？？院,ウルチロ6ガ、？立中央？療院,Euljiro-ga 6. Vi？n y t？ trung ？？ng qu？c gia,N,미지정,,
101000079,성동공업고등학교(무궁화회관),201327.9104200000,451789.2252300000,,,1010006600,0000,,N,Seongdong technical high school (Mugunghwa hall),서울02179,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114061500,101,Y,城？工？高中(无？花？？),ソンドン工業高等？校(ムグンファ？館）,Tr？？ng c？p ba cong nghi？p Seongdong (H？i quan Mugunghwa),N,미지정,,
101000081,신당역.중앙시장앞,201586.1068900000,451498.8615700000,,,1010006800,0000,,N,"Sindang station, Jungang market",서울02181,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114065000,101,Y,新堂站·中央市？前,シンダン？、中央市場前,Ga sindang. Tr？？c ch？ trung tam,N,미지정,,
101000083,성동고등학교,201878.9089800000,451480.6566900000,,,1010006900,0000,,N,Sungdong high school,서울02183,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114065000,101,Y,城？高中,ソンドン高等？校,Tr？？ng c？p ba Seongdong,N,미지정,,
101000084,성동고등학교,201924.2288900000,451443.1267000000,,,1010016900,0000,,N,Sungdong high school,서울02184,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114065000,101,Y,城？高中,ソンドン高等？校,Tr？？ng c？p ba Seongdong,N,미지정,,
101000128,신한은행본점,197771.4402700000,450984.8222600000,,,1010001300,1000,,N,Shinhan bank main branch,서울02233,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114052000,101,Y,新？？行？行,シンハン銀行本店,H？i s？ ngan hang Shinhan,N,시내,,표지판 없음
101000130,동대문역사문화공원,200739.3359000000,451469.7995200000,,,1010024500,0000,,N,Dongdaemun history & culture park,서울02235,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114059000,101,Y,？大？？史文化公？,トンデムン？史文化公園,Cong vien v？n hoa l？ch s？ Dongdaemun,N,미지정,,
101000148,명동입구,198397.0651800000,451380.6019200000,12658.9560000000,3733.8810000000,1010000800,1000,C,N,Myeong-dong,서울02253,1114000000,Y,smchoi,2022-07-25 00:00:00.0,,0,1114055000,101,Y,明洞,ミョンドン入口,L？i vao Myeong-dong,N,시내,환승,표지판 없음
101000163,방산종합시장,200100.8984800000,451729.2874800000,,,1010007900,0000,,N,Bangsan market,서울02272,1114000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1114060500,101,Y,芳山？合市？,パンサン？合市場,Ch？ Bangsan ,N,미지정,,
101000226,[미지정]광화문,197882.9530600000,451842.5346000000,12658.6070000000,3734.1300000000,1010002200,0000,N,N,,서울02661,1114000000,Y,smchoi,2019-09-27 00:00:00.0,,1,1114055000,101,Y,,,,N,미지정,일반,표지판 있음
101000250,서울역,197402.7791200000,450655.4771400000,,,1010001900,1000,,N,Seoul station,서울02685,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114054000,101,Y,首？站,ソウル？,Ga Seoul,N,시내,,표지판 없음
101000254,[미지정]한국은행.신세계앞,198100.7706700000,451019.5139300000,12658.7550000000,3733.6860000000,1010022300,0000,C,N,"Bank of Korea, Shinsegae",서울02278,1114000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1114052000,101,Y,？？？行·新世界前,韓？銀行、シンセゲ前,,N,미지정,환승,표지판 없음
101000258,서울기동대.광희초등학교,201220.4896200000,451738.5665400000,,,1010017300,0000,N,N,"Seoul Mobile Police Regiment, Kwanghee elementary school",서울02279,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,1,1114061500,101,Y,首？机？？·光熙小？,ソウル機動隊、クァンヒ小？校,C？nh sat c？ đ？ng Seoul. Ti？u h？c Kwanghee,N,미지정,일반,표지판 있음
101000262,서대문역사거리.농협중앙회,197099.2361300000,451615.5396900000,,,1000001700,1000,N,N,"Seodaemun station Sageori, National Agricultural Cooperative Federation",서울02281,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114052000,101,Y,西大？站十字路口·？？中央？,ソデムン？十字路、農協中央？,Con đ？？ng l？ch s？ Seodaemun. Trung ？？ng h？i Nonghyup,N,시내,일반,표지판 없음
101000264,북창동.남대문시장,197916.9861100000,450968.3409100000,,,1010022300,1000,,N,"Bukchang-dong, Namdaemun market",서울02283,1114000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1114052000,101,Y,北？洞·南大？市？,プクチャンドン、ナムデムン市場,Bukchang-dong. Ch？ Namdaemun,N,시내,,표지판 없음
101000036,서소문,197714.7318600000,451221.7904200000,3733.7952000000,12658.4900000000,1010001400,1000,N,N,Seosomun,서울02133,1114000000,Y,smchoi,2020-09-29 00:00:00.0,,0,1114052000,101,Y,西小？,ソソムン,Seosomun,N,시내,일반,표지판 없음
101000303,서울시청,198234.8258400000,451543.1108300000,12658.8460000000,3733.9690000000,1010003300,1000,C,N,Seoul City Hall,서울02100,1114000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1114055000,101,Y,首？市？,ソウル市？,Toa th？ chinh thanh ph？ Seoul,N,시내,환승,표지판 없음
101000304,서대문역사거리(중),196973.3844200000,451471.8482900000,12657.9890000000,3733.9300000000,1120010100,1000,N,Y,Seodaemun Station- Sageori,서울13047,1141000000,Y,smchoi,2019-09-09 00:00:00.0,,0,1141056500,112,Y,西大？站十字路口,ソデムン？十字路,Con đ？？ng l？ch s？ Seodaemun (tuy？n gi？a),N,시내,일반,표지판 없음
101000307,청계2가교차로,198861.0516700000,451809.0146700000,,,1000000900,1000,N,Y,Cheonggye 2-ga Junction ,서울01237,1111000000,Y,,2018-01-12 00:00:00.0,,0,1111061500,100,Y,？溪2街交叉路,チョンゲ2街交差点,Nut giao Cheonggye-ga 2,N,시내,일반,표지판 없음
102000002,한강대교북단.LG유플러스,196676.2926600000,446902.5030200000,12657.7890000000,3731.4600000000,1020013100,0000,C,Y,Hangangdaegyo northern end,서울03002,1117000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1117062500,102,Y,？江大？北端,ハンガン大橋北端,C？u song Han phia b？c. Cong ty LG Uplus,N,미지정,환승,표지판 없음
102000003,신용산역,196943.2000900000,447228.6014000000,,,1020007200,0000,,Y,Sinyongsan station,서울03003,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117062500,102,Y,新？山站,シニョンサン？,Ga Sinyongsan,N,미지정,,표지판 없음
102000005,KT용산지사,197299.7106000000,447700.2995300000,,,1020006100,0000,,Y,Yongsan Post Office,서울03005,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117062500,102,Y,？山？局,ヨンサン郵便局,KT chi nhanh Yongsan,N,미지정,,표지판 없음
102000007,삼각지역,197633.6200700000,448118.8975900000,,,1020006100,0000,,Y,Samgakji station,서울03007,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117062500,102,Y,三角地站,サムガクチ？,Ga Samgakji,N,미지정,,표지판 없음
231000529,하덕,233262.0000000000,398205.0000000000,,,2280151000,1000,N,N,Hadeok,33255,4155000000,Y,ckdejr12 ,2014-04-10 00:00:00.0,,0,4155041000,231,Y,下德,ハドク,Hadeog,N,시내,일반,표지판 없음
102000037,남영역,197338.5274500000,448726.4073400000,,,1020003600,0000,,N,Namyeong station,서울03131,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117053000,102,Y,南？站,ナミョン？,Ga Namyoung,N,미지정,,
102000038,용산전자상가17동,196927.9116400000,447953.7076000000,,,1020024300,0000,,N,Yongsan Electronics Market 17 dong,서울03132,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117062500,102,Y,？山？子商？街17？,ヨンサン電子商店街17棟,Trung tam đi？n t？ Yongsan toa s？ 17,N,미지정,,
102000041,용산전자상가12동,196595.2075400000,447867.3122500000,,,1020031700,0000,,N,Yongsan Electronics Market 12 dong,서울03135,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117062500,102,Y,？山？子商？街12？,ヨンサン電子商店街12棟,Trung tam đi？n t？ Yongsang toa s？ 12,N,미지정,,
102000043,용산전자상가.전자랜드,196240.8046400000,447867.4179600000,,,1020018600,0000,,N,"Yongsan Electronics Market, Electro Land",서울03137,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117057000,102,Y,？山？子商？街·？子？？,ヨンサン電子商店街、電子ランド,Trung tam đi？n t？ Yongsan. Khu đi？n t？,N,미지정,,
102000045,용산경찰서,197207.3259500000,448699.8092400000,,,1020025600,0000,,N,Yongsan police station,서울03139,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117056000,102,Y,？山警察署,ヨンサン警察署,S？ c？nh sat Yongsan,N,미지정,,
102000046,용산경찰서,197196.3249600000,448643.9089600000,,,1020003700,0000,,N,Yongsan police station,서울03140,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117056000,102,Y,？山警察署,ヨンサン警察署,S？ c？nh sat Yongsan,N,미지정,,
102000048,용산e편한세상,196870.5175300000,448348.2117700000,,,1020024600,0000,,N,Yongsan e-pyeonhansesang,서울03142,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117056000,102,Y,？山e舒心世界,ヨンサン·eピョンハンセサン,Chung c？ Yongsan e-pyeonhansesang,N,미지정,,
102000050,원효로2가,196659.7138500000,448226.6141700000,,,1020004700,0000,,N,Wonhyo-ro 2(i)-ga,서울03144,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117056000,102,Y,元？？2街,ウォンヒョロ2ガ,đ？？ng Wonhyoro-ga 2,N,미지정,,
102000052,원효로3가,196234.4064500000,447983.0190100000,,,1020024100,0000,,N,Wonhyo-ro 3(sam)-ga,서울03146,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117057000,102,Y,元？？3街,ウォンヒョロ3ガ,Wonhyoro-ga 3,N,미지정,,
102000053,원효로3가,196247.2061200000,447955.8185900000,,,1020005200,0000,,N,Wonhyo-ro 3(sam)-ga,서울03147,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117057000,102,Y,元？？3街,ウォンヒョロ3ガ,Wonhyoro-ga 3,N,미지정,,
102000059,용산구청.크라운호텔,199152.9235300000,447565.2685500000,,,1020028200,0000,,N,Yongsan-gu Office,서울03153,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117052000,102,Y,？山？？,ヨンサン？？,Tr？ s？ qu？n Yongsan. Khach s？n Crown,N,미지정,,
102000061,한강중학교,199245.5156700000,447031.5626800000,,,1020028400,0000,,N,Hangang middle school,서울03155,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117069000,102,Y,？江中？,ハンガン中？校,Trung h？c Hangang ,N,미지정,,
102000062,한강중학교앞,199268.8262600000,446927.3155100000,,,1020000700,0000,,N,Hangang middle school front,서울03156,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117069000,102,Y,？江中？前,ハンガン中？校前,Tr？？c trung h？c Hangang ,N,미지정,,
102000068,[미지정]순천향대학병원,200447.7272800000,448232.1688300000,12700.3490000000,3732.1790000000,1020000200,0000,C,N,Soonchunhyang Univ. hospital,서울03162,1117000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1117068500,102,Y,？天？大？？院,スンチョンヒャン大？病院,,N,미지정,환승,표지판 없음
102000069,순천향대학병원,200485.9245900000,448160.1928400000,3732.1404000000,12700.3700000000,1020000200,1000,N,N,Soonchunyang University Hosptial,서울03163,1117000000,Y,smchoi,2023-08-25 00:00:00.0,,1,1117068500,102,Y,？天？大？？院,スンチョンヒャン大？病院,B？nh vi？n đ？i h？c Suncheonhyang,N,시내,일반,표지판 있음
102000070,순천향대학병원,200413.6509400000,448185.7317100000,3732.1542000000,12700.3200000000,1020030000,1000,N,N,Soonchunyang University Hosptial,서울03164,1117000000,Y,smchoi,2023-08-25 00:00:00.0,,2,1117068500,102,Y,？天？大？？院,スンチョンヒャン大？病院,B？nh vi？n đ？i h？c Suncheonhyang,N,시내,일반,쉘터
102000072,[미지정]한남5거리,200667.2404800000,447851.7464700000,12700.4980000000,3731.9730000000,1020000400,0000,C,N,Hannam Ogeori,서울03166,1117000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1117068500,102,Y,？南五？路口,ハンナム5ゴリ,,N,미지정,환승,표지판 없음
102000075,후암약수터,198547.6827300000,449610.4233900000,,,1020033000,0000,N,N,Huam mineral spring,서울03169,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117051000,102,Y,厚岩泉取水点,フアム湧水,Su？i n？？c khoang Huam,N,미지정,일반,표지판 없음
102000076,후암약수터,198534.1466500000,449577.7168400000,,,1020032900,0000,N,N,Huam mineral spring,서울03170,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117051000,102,Y,厚岩泉取水点,フアム湧水,Su？i n？？c khoang Huam,N,미지정,일반,표지판 없음
102000085,효창공원앞역,196575.3184700000,448556.3182400000,,,1020025400,0000,,N,Hyochang park front station,서울03179,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117058000,102,Y,孝昌公？前站,ヒョチャンゴンウォンアプ？,Ga tr？？c cong vien Hyochang,N,미지정,,
102000086,효창공원앞역,196554.4178900000,448530.9183700000,,,1020003900,0000,,N,Hyochang park front station,서울03180,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117059000,102,Y,孝昌公？前站,ヒョチャンゴンウォンアプ？,Ga tr？？c cong vien Hyochang,N,미지정,,
102000089,원효로제1동주민센터,197021.5192100000,448375.5095600000,12658.0230000000,3732.2560000000,1020025500,0000,C,N,Munbae-dong registry office,서울03183,1117000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1117056000,102,Y,文培洞登？所前,ムンベドン·登記所前,Trung tam d？ch v？ c？ng đ？ng ph？？ng 1 Wonhyo-ro,N,미지정,환승,표지판 없음
102000090,전쟁기념관,197885.1212000000,448062.0930700000,,,1020006000,0000,,N,War Memorial of Korea,서울03184,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117053000,102,Y,？？？念？,？？記念館,B？o tang chi？n tranh,N,미지정,,
102000092,녹사평역,198634.1278400000,448094.6812600000,,,1020006000,0000,,N,Noksapyeong station,서울03186,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117052000,102,Y,？莎坪站,ノッサピョン？,Ga Noksapyeong,N,미지정,,
102000093,녹사평역,198631.6272900000,448061.8810300000,,,1020019100,0000,,N,Noksapyeong station,서울03187,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117052000,102,Y,？莎坪站,ノッサピョン？,Ga Noksapyeong,N,미지정,,
102000107,후암시장,197949.1285500000,449727.9154800000,,,1010014100,0000,,N,Huam market,서울03201,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117051000,102,Y,厚岩市？,フアム市場,Ch？ Huam,N,미지정,,
102000111,용산중고,197938.9142800000,449273.6046800000,,,1020026700,0000,,N,Yongsan middle & high school,서울03205,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117053000,102,Y,？山中？,ヨンサン中？·高等？校,Trung h？c Yongsan,N,미지정,,
102000112,남영동주민센터,197878.9433500000,449284.1325800000,,,1020002600,0000,N,N,Namyeong-dong community service center,서울03206,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117053000,102,Y,南？洞居民中心,ナミョンドン住民センタ？,？y ban ph？？ng Namyoung,N,미지정,일반,표지판 없음
102000114,남영우체국,197567.9254100000,449215.6556900000,,,1020026700,0000,,N,Namyeong post office,서울03208,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117053000,102,Y,南？？局,ナミョン郵便局,B？u đi？n Namyoung,N,미지정,,
102000122,이촌1동충신교회앞,197134.2131400000,446560.9999000000,,,1020017200,0000,N,N,Ichon 1(il)-dong Choongshin church,서울03216,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117063000,102,Y,二村1洞忠信？堂前,イチョン1ドン·チュンシン？？前,Tr？？c nha th？ Chungsin ph？？ng Ichon 1,N,미지정,일반,표지판 없음
102000124,이촌동한강맨션.이촌역,197534.2744800000,446433.4544500000,,,1020017200,0000,N,N,"Ichon-dong Hangang mansion, Ichon station",서울03218,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117063000,102,Y,二村洞？江Mansion·二村站,イチョンドン·ハンガンマンションアパ？ト、イチョン？,Bi？t th？ Hangang masion Ichon-dong. Ga Ichon,N,미지정,일반,표지판 없음
102000126,신용산초등학교,197823.2064700000,446320.6790300000,,,1020017200,0000,N,N,"Shinyongsan Elementary School, Jungkyung High School",서울03220,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117063000,102,Y,新？山小？、中京高中,シンヨンサン小？校、チュンギョン高等？校,Ti？u h？c Sinyongsan,N,미지정,일반,표지판 없음
102000128,이촌동점보아파트,198018.8975800000,446240.6301700000,,,1020017200,0000,N,N,Ichon-dong Jummbo Apt.,서울03222,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117063000,102,Y,二村洞Jumbo公寓,イチョンドン·チョンボアパ？ト,Chung c？ Jumbo ph？？ng Ichon- dong,N,미지정,일반,표지판 없음
102000130,금강병원.반도아파트,198264.1622000000,446170.2028800000,,,1020017200,0000,N,N,"Geumgang hospital, Bando Apt.",서울03224,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117063000,102,Y,金？？院·半？公寓,クムガン病院、パンドアパ？ト,B？nh vi？n Geumgang. Chung c？ Bando,N,미지정,일반,표지판 없음
102000132,서빙고신동아아파트,198637.7560700000,446145.9035800000,,,1020016900,0000,N,N,Seobinggo Shindongah Apt.,서울03226,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117069000,102,Y,西？？新？？公寓,ソビンゴ·シンドンアアパ？ト,Chung c？ Seobinggo Sindongah,N,미지정,일반,표지판 없음
102000136,남영역,197361.0302800000,448890.3083300000,,,1020026200,0000,,N,Namyeong station,서울03230,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117053000,102,Y,南？站,ナミョン？,Ga Namyoung,N,미지정,,
102000151,중앙하이츠빌라앞,196393.6299800000,448426.7653900000,,,1020004400,0000,N,N,Joongang Heights Villa front,서울03245,1117000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1117059000,102,Y,中央Heights？元？前,チュンアンハイツヴィラ前,Tr？？c bi？t th？ Joongang Heights Villa,N,미지정,일반,표지판 없음
102000158,신용산.지하차도,196743.0078300000,447810.7094100000,12657.8340000000,3731.9510000000,1020006400,0000,C,N,"Sinyongsan, underpass ",서울03252,1117000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1117062500,102,Y,新？山地下？道,シニョンサン地下車道,Sinyongsan. đ？？ng h？m,N,미지정,환승,표지판 없음
102000161,용산역,196903.0027400000,447413.6035600000,,,1020032400,0000,,N,Yongsan station,서울03255,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117062500,102,Y,？山站,ヨンサン？,Ga Yongsan,N,미지정,,
102000163,용산푸르지오써밋,196815.4569900000,447237.2208200000,12657.8830000000,3731.6410000000,1020032100,0000,C,N,Yongsauijip (veteran's lodge),서울03257,1117000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1117062500,102,Y,勇士之家,勇士の家,Chung c？ Yongsan Prugio Summit,N,미지정,환승,표지판 없음
102000165,용산공고,196926.4970100000,447045.7001600000,,,1020017800,0000,,N,"Yongsan History Museum, Yongsan Railroad High School",서울03259,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117062500,102,Y,？山？史博物？、？山？道高中,ヨンサン？史博物館、ヨンサン？道高等？校,Tr？？ng c？p ba cong nghi？p Yongsan,N,미지정,,
102000167,용산세무서,197218.9958700000,446827.0936600000,,,1020017800,0000,,N,Yongsan district tax office,서울03261,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117062500,102,Y,？山？？署,ヨンサン？務署,S？ thu？ Yongsan,N,미지정,,
102000169,이촌역,197624.0974600000,446720.4862600000,,,1020007300,0000,,N,Ichon station,서울03263,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117062500,102,Y,二村站,イチョン？,Ga Ichon,N,미지정,,
102000170,이촌역,197565.9967200000,446704.3870600000,,,1020017800,0000,,N,Ichon station,서울03264,1117000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1117062500,102,Y,二村站,イチョン？,Ga Ichon,N,미지정,,
100000001,종로2가사거리(중),198850.1438500000,451947.0102500000,12659.2640000000,3734.1870000000,1000000900,1000,N,Y,Jongno 2(i)-ga Sageori,서울01001,1111000000,Y,smchoi,2019-09-09 00:00:00.0,,0,1111061500,100,Y,？路2街十字路口,チョンノ2ガ十字路,Nga t？ Jongno- ga 2 (tuy？n gi？a),N,시내,일반,표지판 없음
100000003,명륜3가.성대입구(중),199787.4082000000,453381.4089000000,12659.9000000000,3734.9620000000,1000008800,1000,N,Y,"Myeongnyun 3(sam)-ga, Sungkyunkwan Univ.",서울01003,1111000000,Y,smchoi,2022-04-08 00:00:00.0,,0,1111065000,100,Y,明？3街·成大入口,ミョンニュン3ガ、ソンギュングァン大？校入口,Myeongnyun - ga 3. C？ng đ？i h？c Sung Kyun Kwan (tuy？n gi？a),N,시내,일반,표지판 없음
100000004,종로2가.삼일교(중),198833.1219800000,451825.0089500000,12659.2520000000,3734.1210000000,1010023400,1000,C,Y,"Jongno 2(i)-ga, Samilgyo",서울01004,1111000000,Y,smchoi,2019-09-09 00:00:00.0,,0,1111061500,100,Y,？路2街·三一？,チョンノ2ガ、サミルギョ,Jongno-ga 2. C？u Samil (tuy？n gi？a),N,시내,환승,표지판 없음
100000005,혜화동로터리.여운형활동터(중),200085.4313600000,453770.3045500000,12700.1030000000,3735.1730000000,1000010700,0000,C,Y,Hyehwa-dong rotary,서울01005,1111000000,Y,smchoi,2019-09-09 00:00:00.0,,0,1111065000,100,Y,惠化洞？？,へファドンロ？タリ？,Vong xuy？n HyeHwa-dong. Khu t？？ng ni？m Yo Un-hyung (tuy？n gi？a),N,미지정,환승,표지판 없음
100000018,사직단.어린이도서관,197103.0870900000,452543.2426000000,12658.0770000000,3734.5090000000,1000002100,0000,C,N,Sajikdan Altar,서울01113,1111000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1111053000,100,Y,社稷？,サジクタン(社稷壇),Sajikdan. Th？ vi？n thi？u nhi,N,미지정,환승,표지판 없음
100000019,사직동주민센터,197423.9915700000,452650.4245200000,3734.5675000000,12658.2900000000,1000002100,0000,,N,Gyeongbokgung Station (Exit 1),서울01114,1111000000,,smchoi,2019-12-17 00:00:00.0,,0,1111053000,100,Y,景福？站1？出口,キョンボックン？1番出口,？y ban ph？？ng Sajik-dong,N,미지정,,표지판 없음
100000022,경복궁,198053.1956600000,452591.9276600000,,,1000001500,0000,,N,Gyeongbokgung,서울01117,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111053000,100,Y,景福？,キョンボックン(景福宮),Cung Gyeongbokgung,N,미지정,,
100000023,KT광화문지사,197926.9889500000,452240.1268000000,,,1000001600,0000,N,N,KT (Gwanghwamun bldg.),서울01118,1111000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1111053000,100,Y,KT光化？分公司,KT·クァンファムン支社,Chi nhanh KT Kwang Hwa Mun,N,미지정,일반,표지판 없음
100000027,[미지정]서울역사박물관.경교장.강북삼성병원,197406.0898300000,451942.5859700000,12658.2830000000,3734.1840000000,1000001700,0000,N,N,,서울01122,1111000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1111053000,100,Y,,,,N,미지정,일반,표지판 없음
100000028,[미지정]서울역사박물관.경교장.강북삼성병원,197396.1803000000,451973.8331700000,12658.2760000000,3734.2010000000,1000014700,0000,C,N,"Seoul Museum of History, Gyeonggyojang, Kangbuk Samsung hospital",서울01123,1111000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1111053000,100,Y,首？？史博物？·京？庄·江北三星？院,ソウル？史博物館、キョンギョジャン、カンブクサムスン病院,,N,미지정,환승,표지판 없음
100000030,[미지정]광화문,197798.3403600000,452008.1775700000,12658.5500000000,3734.2200000000,1000014700,0000,C,N,Gwanghwamun,서울01125,1111000000,Y,smchoi,2019-09-27 00:00:00.0,,0,1111053000,100,Y,光化？,クァンファムン(光化門),,N,미지정,환승,표지판 없음
100000033,사직단,197120.5867300000,452512.1420600000,,,1000014300,0000,,N,Sajikdan Altar,서울01128,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111053000,100,Y,社稷？,サジクタン(社稷壇),Sajikdan,N,미지정,,
100000034,광화문광화문빌딩,197880.2058300000,451917.6499700000,,,1000001000,1000,,N,"Gwanghwamun, Gwanghwamun building",서울01129,1111000000,Y,AUTO_UPDATE,2016-06-14 00:00:00.0,,0,1111053000,100,Y,光化？光化？大厦,クァンファムン、クァンファムンビル,"Toa nha Gwanghwamun Building, c？ng Gwanghwamun ",N,시내,,표지판 없음
100000037,국민은행세검정지점,196477.1348800000,455820.3798300000,,,1000011900,0000,,N,Kookmin bank (Segeomjeong branch),서울01132,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111055000,100,Y,？民？行洗？亭分行,KB？民銀行·セゴムジョン支店,Ngan hang Kookmin chi nhanh s？ thanh tra thu？,N,미지정,,
100000056,구기터널.삼성출판박물관,196082.5381600000,456224.7895500000,12657.3830000000,3736.4990000000,1000011900,0000,C,N,"Gugi tunnel front, Institute for the translation of Korean classics",서울01151,1111000000,Y,smchoi,2020-04-06 00:00:00.0,,0,1111056000,100,Y,？基隧道前·？？古典？？院,クギトンネル前、韓？古典？？院,H？m Gugi- B？o tang xu？t b？n Samsung,N,미지정,환승,표지판 없음
100000057,구기동,196269.0372900000,456075.8853100000,,,1000011900,0000,,N,Gugi-dong,서울01152,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111056000,100,Y,？基洞,クギドン,Ph？？ng Gugi- dong,N,미지정,,
100000060,갑을씨티텔앞,196710.8362800000,455787.8757800000,,,1000003400,0000,,N,Gabeul Citytell,서울01155,1111000000,,AUTO_UPDATE,2016-06-14 00:00:00.0,,,1111056000,100,Y,甲乙Citytel前,カブルシティテル前,Tr？？c toa nha Gapeul city Tel,N,미지정,,
