시흥 기타 병원,,,,,,,,,,,,
"노인·요양병원, 동물병원, 종합병원을 제외한 병원",,,,,,,,,,,,
총 290곳,,,,,,,,,,,,
id,place_name,category_name,category_group_code,category_group_name,address_name,road_address_name,phone,x,y,place_url,검색카테고리,검색기준지점
1670957311,거북섬한방병원,"의료,건강 > 병원 > 한방병원",HP8,병원,경기 시흥시 정왕동 2703-9,경기 시흥시 거북섬1길 6,031-497-7582,126.67699688,37.32567929,http://place.map.kakao.com/1670957311,병원,거북섬
513933325,공단제일치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 정왕동 1286-1,경기 시흥시 정왕천로 155,031-508-2875,126.73315110,37.32631663,http://place.map.kakao.com/513933325,병원,거북섬
889790865,대원재활병원,"의료,건강 > 병원 > 재활의학과",HP8,병원,경기 시흥시 정왕동 2164-2,경기 시흥시 협력로 281,,126.71553114,37.35162870,http://place.map.kakao.com/889790865,병원,거북섬
860879760,대원한방병원,"의료,건강 > 병원 > 한방병원",HP8,병원,경기 시흥시 정왕동 2164-2,경기 시흥시 협력로 281,031-490-2400,126.71554579,37.35163504,http://place.map.kakao.com/860879760,병원,거북섬
82012268,라임플란트치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 정왕동 1277-14,경기 시흥시 경기과기대로 219,031-480-0001,126.73269808,37.33444289,http://place.map.kakao.com/82012268,병원,거북섬
983395721,미소지음치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 정왕동 2713-3,경기 시흥시 거북섬로 211,031-520-2875,126.68776188,37.32291860,http://place.map.kakao.com/983395721,병원,거북섬
397601962,서울성모의원,"의료,건강 > 병원 > 일반의원",HP8,병원,경기 시흥시 정왕동 2713-4,경기 시흥시 거북섬로 207,031-431-7585,126.68757986,37.32273702,http://place.map.kakao.com/397601962,병원,거북섬
7971837,센트럴병원치과,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 정왕동 1366-11,경기 시흥시 공단1대로 237,1588-9339,126.72836187,37.33656665,http://place.map.kakao.com/7971837,병원,거북섬
9845532,시흥공단치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 정왕동 2166-1,경기 시흥시 산기대학로 105,031-434-7528,126.72117586,37.34697482,http://place.map.kakao.com/9845532,병원,거북섬
16304316,심플란트치과,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 정왕동 1367-1,경기 시흥시 공단1대로 244,031-430-2828,126.72767568,37.33596859,http://place.map.kakao.com/16304316,병원,거북섬
24245057,에덴치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 정왕동 2210,경기 시흥시 오이도로 21,031-8041-8275,126.70156998,37.34639538,http://place.map.kakao.com/24245057,병원,거북섬
14876549,장임선치과,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 정왕동 2014-2,경기 시흥시 오이도어시장로 22,031-319-2825,126.68998052,37.34448063,http://place.map.kakao.com/14876549,병원,거북섬
511620473,조은손성형외과의원,"의료,건강 > 병원 > 성형외과",HP8,병원,경기 시흥시 정왕동 1277-14,경기 시흥시 경기과기대로 219,031-499-8119,126.73257134,37.33454352,http://place.map.kakao.com/511620473,병원,거북섬
10779182,지성치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 정왕동 1364,경기 시흥시 공단1대로 204,031-430-2222,126.72472414,37.33770435,http://place.map.kakao.com/10779182,병원,거북섬
8557152,참조은의원,"의료,건강 > 병원 > 일반의원",HP8,병원,경기 시흥시 정왕동 2014-2,경기 시흥시 오이도어시장로 22,031-434-5805,126.68995795,37.34448057,http://place.map.kakao.com/8557152,병원,거북섬
9030861,플러스치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 정왕동 2166-4,경기 시흥시 희망공원로 269,031-498-7528,126.72510276,37.34528467,http://place.map.kakao.com/9030861,병원,거북섬
928555247,365제이에스JS소아청소년과의원,"의료,건강 > 병원 > 소아청소년과",HP8,병원,경기 시흥시 능곡동 871,경기 시흥시 장현능곡로 155,031-365-3735,126.80730735,37.37104890,http://place.map.kakao.com/928555247,병원,능곡
1253848935,가온내과의원,"의료,건강 > 병원 > 내과",HP8,병원,경기 시흥시 능곡동 723,경기 시흥시 승지로59번길 12,031-317-7588,126.80903598,37.36874327,http://place.map.kakao.com/1253848935,병원,능곡
1022821738,김철수내과의원,"의료,건강 > 병원 > 내과",HP8,병원,경기 시흥시 능곡동 212,경기 시흥시 능곡번영길 30,031-503-0872,126.80662197,37.37020982,http://place.map.kakao.com/1022821738,병원,능곡
15890485,능곡늘푸른 정형외과의원,"의료,건강 > 병원 > 정형외과",HP8,병원,경기 시흥시 능곡동 752,경기 시흥시 능곡로 188,031-317-7252,126.81025609,37.36839654,http://place.map.kakao.com/15890485,병원,능곡
9729515,능곡웰치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 능곡동 755,경기 시흥시 능곡로 178,031-435-7528,126.81142178,37.36813441,http://place.map.kakao.com/9729515,병원,능곡
2128549911,능곡하나내과의원,"의료,건강 > 병원 > 내과",HP8,병원,경기 시흥시 능곡동 734,경기 시흥시 장현능곡로 188,031-364-8393,126.81099661,37.36931317,http://place.map.kakao.com/2128549911,병원,능곡
981036968,닥터손치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 능곡동 211-1,경기 시흥시 능곡군자로 50,031-404-2828,126.80619417,37.36930450,http://place.map.kakao.com/981036968,병원,능곡
870325109,더바른피부과의원,"의료,건강 > 병원 > 피부과",HP8,병원,경기 시흥시 능곡동 722,경기 시흥시 승지로59번길 12,031-435-0550,126.80905239,37.36894873,http://place.map.kakao.com/870325109,병원,능곡
1193734907,더이비인후과의원,"의료,건강 > 병원 > 이비인후과",HP8,병원,경기 시흥시 능곡동 722,경기 시흥시 승지로59번길 12,031-504-5335,126.80903559,37.36889465,http://place.map.kakao.com/1193734907,병원,능곡
246704503,바른서울이비인후과의원,"의료,건강 > 병원 > 이비인후과",HP8,병원,경기 시흥시 능곡동 457-12,경기 시흥시 능곡번영길 22,031-315-7005,126.80787145,37.36986587,http://place.map.kakao.com/246704503,병원,능곡
331300938,바른탑치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 능곡동 722,경기 시흥시 승지로59번길 12,031-503-2879,126.80900167,37.36891712,http://place.map.kakao.com/331300938,병원,능곡
609328817,삼성서울정형외과의원,"의료,건강 > 병원 > 정형외과",HP8,병원,경기 시흥시 능곡동 산 27-1,경기 시흥시 능곡번영길 24,031-795-0750,126.80743858,37.37005978,http://place.map.kakao.com/609328817,병원,능곡
13553250,수이비인후과의원,"의료,건강 > 병원 > 이비인후과",HP8,병원,경기 시흥시 능곡동 756,경기 시흥시 능곡로 174,031-404-1470,126.81172907,37.36804479,http://place.map.kakao.com/13553250,병원,능곡
1505072939,시흥드림항유외과의원,"의료,건강 > 병원 > 외과",HP8,병원,경기 시흥시 능곡동 898-5,경기 시흥시 능곡번영길 30,031-316-5553,126.80660055,37.37019808,http://place.map.kakao.com/1505072939,병원,능곡
763391325,시흥샛별소아치과,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 능곡동 722,경기 시흥시 승지로59번길 12,031-315-5275,126.80890171,37.36871603,http://place.map.kakao.com/763391325,병원,능곡
1345802074,시흥세브란스치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 능곡동 719,경기 시흥시 장현능곡로 178,031-313-2875,126.80974026,37.36970310,http://place.map.kakao.com/1345802074,병원,능곡
1489943522,시흥안심정형외과의원,"의료,건강 > 병원 > 정형외과",HP8,병원,경기 시흥시 능곡동 722,경기 시흥시 승지로59번길 12,031-313-7588,126.80889024,37.36878539,http://place.map.kakao.com/1489943522,병원,능곡
238545416,시흥우리치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 장현동 540,경기 시흥시 시청로 61,031-312-2875,126.80029460,37.37987000,http://place.map.kakao.com/238545416,병원,능곡
1459072975,시흥장현이엠365의원,"의료,건강 > 병원 > 일반의원",HP8,병원,경기 시흥시 능곡동 898-5,경기 시흥시 능곡번영길 30,031-313-0365,126.80679577,37.37022993,http://place.map.kakao.com/1459072975,병원,능곡
84010069,시흥퍼스트치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 능곡동 212,경기 시흥시 능곡번영길 30,031-431-2804,126.80662197,37.37020982,http://place.map.kakao.com/84010069,병원,능곡
1924723023,아이비소아청소년과의원,"의료,건강 > 병원 > 소아청소년과",HP8,병원,경기 시흥시 능곡동 산 27-1,경기 시흥시 능곡번영길 24,031-318-1357,126.80743858,37.37005978,http://place.map.kakao.com/1924723023,병원,능곡
58260578,아이엔드소아청소년과의원,"의료,건강 > 병원 > 소아청소년과",HP8,병원,경기 시흥시 장곡동 949-13,경기 시흥시 장현능곡로 9,031-504-9598,126.79155754,37.37299633,http://place.map.kakao.com/58260578,병원,능곡
88681709,연세김안과의원,"의료,건강 > 병원 > 안과",HP8,병원,경기 시흥시 장곡동 932-6,경기 시흥시 황고개로 528,031-503-2022,126.78923498,37.37792442,http://place.map.kakao.com/88681709,병원,능곡
284919525,연세바로치과의원 시흥점,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 능곡동 457-12,경기 시흥시 능곡번영길 22,031-313-7522,126.80786582,37.36986225,http://place.map.kakao.com/284919525,병원,능곡
872751195,원산부인과의원,"의료,건강 > 병원 > 산부인과",HP8,병원,경기 시흥시 능곡동 산 27-1,경기 시흥시 능곡번영길 24,031-315-7701,126.80743858,37.37005978,http://place.map.kakao.com/872751195,병원,능곡
1515407449,일어나병원,"의료,건강 > 병원 > 정형외과",HP8,병원,경기 시흥시 장곡동 949-9,경기 시흥시 황고개로 472,031-317-0111,126.79071244,37.37321829,http://place.map.kakao.com/1515407449,병원,능곡
614744428,장곡맑은위내과,"의료,건강 > 병원 > 내과",HP8,병원,경기 시흥시 장곡동 932-6,경기 시흥시 황고개로 528,031-507-1000,126.78918539,37.37789279,http://place.map.kakao.com/614744428,병원,능곡
9414803,장미치과,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 장현동 545-5,경기 시흥시 시청로68번길 10,031-318-6888,126.80083487,37.38093322,http://place.map.kakao.com/9414803,병원,능곡
8530175,장현가정의학과의원,"의료,건강 > 병원 > 가정의학과",HP8,병원,경기 시흥시 장현동 544-6,경기 시흥시 새재로7번길 6,031-318-6347,126.80100250,37.38073888,http://place.map.kakao.com/8530175,병원,능곡
634537248,장현탑치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 장곡동 949-16,경기 시흥시 장현능곡로 15,031-313-2878,126.79212769,37.37299283,http://place.map.kakao.com/634537248,병원,능곡
2073675977,장현한방병원,"의료,건강 > 병원 > 한방병원",HP8,병원,경기 시흥시 장곡동 260-21,경기 시흥시 황고개로 526,031-507-0055,126.78913425,37.37760798,http://place.map.kakao.com/2073675977,병원,능곡
324324139,하얀빛의원,"의료,건강 > 병원 > 피부과",HP8,병원,경기 시흥시 능곡동 212,경기 시흥시 능곡번영길 30,031-360-3450,126.80662197,37.37020982,http://place.map.kakao.com/324324139,병원,능곡
879083555,하온치과의원,"의료,건강 > 병원 > 치과",HP8,병원,경기 시흥시 장곡동 932-7,경기 시흥시 황고개로 526,031-506-2080,126.78920876,37.37761172,http://place.map.kakao.com/879083555,병원,능곡
